Incident_StartDate,YEAR,MONTH,DAY,WEEKDAY,WEEK,X,Y,ONS_Neighbourhood_2019,LAT,LNG
2020-09-08,2020,9,8,Tuesday,37,368597.7071,5031948.581,Sandy Hill,45.4253181,-75.6829022
2020-09-09,2020,9,9,Wednesday,37,368776.9019,5031809.923,Sandy Hill,45.4253181,-75.6829022
2020-09-11,2020,9,11,Friday,37,368987.7079,5031937.58,Sandy Hill,45.4253181,-75.6829022
2020-09-17,2020,9,17,Thursday,38,367921.7041,5032044.5819999995,Sandy Hill,45.4253181,-75.6829022
2020-09-18,2020,9,18,Friday,38,368636.8819,5031723.7530000005,Sandy Hill,45.4253181,-75.6829022
2020-09-19,2020,9,19,Saturday,38,368971.7071,5032505.585,Sandy Hill,45.4253181,-75.6829022
2020-09-21,2020,9,21,Monday,39,368227.7049,5032046.5819999995,Sandy Hill,45.4253181,-75.6829022
2020-09-23,2020,9,23,Wednesday,39,368750.7079,5031694.578,Sandy Hill,45.4253181,-75.6829022
2020-09-23,2020,9,23,Wednesday,39,368454.2729,5031858.951,Sandy Hill,45.4253181,-75.6829022
2020-09-25,2020,9,25,Friday,39,368636.8819,5031723.7530000005,Sandy Hill,45.4253181,-75.6829022
2020-09-28,2020,9,28,Monday,40,369147.709,5032035.581,Sandy Hill,45.4253181,-75.6829022
2020-09-29,2020,9,29,Tuesday,40,369251.0929,5032860.42,Lowertown,45.4324892,-75.68894050000002
2020-10-01,2020,10,1,Thursday,40,368528.8285,5031906.694,Sandy Hill,45.4253181,-75.6829022
2020-09-29,2020,9,29,Tuesday,40,368987.7079,5031937.58,Sandy Hill,45.4253181,-75.6829022
2020-10-01,2020,10,1,Thursday,40,369178.7989,5031334.746,Sandy Hill,45.4253181,-75.6829022
2020-10-04,2020,10,4,Sunday,40,369053.7079,5032370.584,Sandy Hill,45.4253181,-75.6829022
2020-10-09,2020,10,9,Friday,41,368534.706,5032050.5819999995,Sandy Hill,45.4253181,-75.6829022
2020-10-04,2020,10,4,Sunday,40,368690.706,5032425.585,Sandy Hill,45.4253181,-75.6829022
2020-10-11,2020,10,11,Sunday,41,368690.706,5032425.585,Sandy Hill,45.4253181,-75.6829022
2020-10-16,2020,10,16,Friday,42,368854.7079,5031611.577,Sandy Hill,45.4253181,-75.6829022
2020-10-17,2020,10,17,Saturday,42,368591.706,5032273.584,Sandy Hill,45.4253181,-75.6829022
2020-10-21,2020,10,21,Wednesday,43,368185.7049,5032111.583000001,Sandy Hill,45.4253181,-75.6829022
2020-10-09,2020,10,9,Friday,41,368416.706,5032256.584,Sandy Hill,45.4253181,-75.6829022
2020-10-31,2020,10,31,Saturday,44,369094.709,5031761.578,Sandy Hill,45.4253181,-75.6829022
2020-09-27,2020,9,27,Sunday,39,368416.706,5032256.584,Sandy Hill,45.4253181,-75.6829022
2020-11-05,2020,11,5,Thursday,45,369026.709,5031717.578,Sandy Hill,45.4253181,-75.6829022
2020-10-17,2020,10,17,Saturday,42,368416.706,5032256.584,Sandy Hill,45.4253181,-75.6829022
2020-11-09,2020,11,9,Monday,46,368185.7049,5032111.583000001,Sandy Hill,45.4253181,-75.6829022
2020-10-02,2020,10,2,Friday,40,368185.7049,5032111.583000001,Sandy Hill,45.4253181,-75.6829022
2020-11-10,2020,11,10,Tuesday,46,368552.4011,5032340.302,Sandy Hill,45.4253181,-75.6829022
2020-11-13,2020,11,13,Friday,46,368227.7049,5032046.5819999995,Sandy Hill,45.4253181,-75.6829022
2020-11-13,2020,11,13,Friday,46,369065.7079,5031984.58,Sandy Hill,45.4253181,-75.6829022
2020-11-20,2020,11,20,Friday,47,368634.706,5032205.583000001,Sandy Hill,45.4253181,-75.6829022
2020-11-20,2020,11,20,Friday,47,369065.7079,5031984.58,Sandy Hill,45.4253181,-75.6829022
2020-07-01,2020,7,1,Wednesday,27,369397.7079,5032855.588,Sandy Hill,45.4253181,-75.6829022
2020-12-04,2020,12,4,Friday,49,369254.7079,5032584.586,Sandy Hill,45.4253181,-75.6829022
2020-11-15,2020,11,15,Sunday,46,368877.7079,5032117.5819999995,Sandy Hill,45.4253181,-75.6829022
2018-06-12,2018,6,12,Tuesday,24,360795.6751,5021608.49,Trend-Arlington,45.323611,-75.786956
2018-06-19,2018,6,19,Tuesday,25,360859.6751,5020725.482,Trend-Arlington,45.323611,-75.786956
2019-07-05,2019,7,5,Friday,27,360228.67100000003,5020868.483,Trend-Arlington,45.323611,-75.786956
2018-06-15,2018,6,15,Friday,24,353548.6219,5017491.452,Glen Cairn - Kanata South Business Park,45.2882411,-75.8854708
2018-08-02,2018,8,2,Thursday,31,354231.6241,5016511.443,Glen Cairn - Kanata South Business Park,45.2882411,-75.8854708
2018-08-09,2018,8,9,Thursday,32,352769.6159,5017530.453,Glen Cairn - Kanata South Business Park,45.2882411,-75.8854708
2018-09-27,2018,9,27,Thursday,39,353548.6219,5017491.452,Glen Cairn - Kanata South Business Park,45.2882411,-75.8854708
2018-10-29,2018,10,29,Monday,44,353773.2915,5018172.055,Glen Cairn - Kanata South Business Park,45.2882411,-75.8854708
2019-05-12,2019,5,12,Sunday,19,352738.614,5016706.446,Glen Cairn - Kanata South Business Park,45.2882411,-75.8854708
2019-05-22,2019,5,22,Wednesday,21,353548.6219,5017491.452,Glen Cairn - Kanata South Business Park,45.2882411,-75.8854708
2019-07-13,2019,7,13,Saturday,28,353773.2915,5018172.055,Glen Cairn - Kanata South Business Park,45.2882411,-75.8854708
2019-07-31,2019,7,31,Wednesday,31,353881.67100000003,5017491.05,Glen Cairn - Kanata South Business Park,45.2882411,-75.8854708
2019-09-25,2019,9,25,Wednesday,39,354701.1521,5015649.73,Glen Cairn - Kanata South Business Park,45.2882411,-75.8854708
2020-08-08,2020,8,8,Saturday,32,353773.2915,5018172.055,Glen Cairn - Kanata South Business Park,45.2882411,-75.8854708
2018-05-01,2018,5,1,Tuesday,18,372421.72,5032448.578,Overbrook - McArthur,45.4316939,-75.6551703
2018-05-27,2018,5,27,Sunday,21,370924.7151,5032091.578,Overbrook - McArthur,45.4316939,-75.6551703
2018-06-14,2018,6,14,Thursday,24,372081.18,5031933.574,Overbrook - McArthur,45.4316939,-75.6551703
2018-07-12,2018,7,12,Thursday,28,371139.7151,5032585.5819999995,Overbrook - McArthur,45.4316939,-75.6551703
2018-07-20,2018,7,20,Friday,29,370381.7121,5032503.583000001,Overbrook - McArthur,45.4316939,-75.6551703
2018-07-20,2018,7,20,Friday,29,371088.3211,5032733.553,Overbrook - McArthur,45.4316939,-75.6551703
2018-07-30,2018,7,30,Monday,31,372081.18,5031933.574,Overbrook - McArthur,45.4316939,-75.6551703
2018-08-11,2018,8,11,Saturday,32,372081.18,5031933.574,Overbrook - McArthur,45.4316939,-75.6551703
2018-09-08,2018,9,8,Saturday,36,372120.72,5032152.576,Overbrook - McArthur,45.4316939,-75.6551703
2018-09-11,2018,9,11,Tuesday,37,372454.2621,5031598.053,Overbrook - McArthur,45.4316939,-75.6551703
2018-09-14,2018,9,14,Friday,37,371266.823,5032805.584,Overbrook - McArthur,45.4316939,-75.6551703
2018-09-20,2018,9,20,Thursday,38,371960.7181,5032540.58,Overbrook - McArthur,45.4316939,-75.6551703
2018-10-10,2018,10,10,Wednesday,41,369897.3729,5032431.186000001,Overbrook - McArthur,45.4316939,-75.6551703
2019-04-15,2019,4,15,Monday,16,370993.7159,5031849.576,Overbrook - McArthur,45.4316939,-75.6551703
2019-05-18,2019,5,18,Saturday,20,370993.6058,5031623.779,Overbrook - McArthur,45.4316939,-75.6551703
2019-06-04,2019,6,4,Tuesday,23,370051.5819,5032523.584,Overbrook - McArthur,45.4316939,-75.6551703
2019-06-04,2019,6,4,Tuesday,23,372391.7219,5031742.572,Overbrook - McArthur,45.4316939,-75.6551703
2019-06-08,2019,6,8,Saturday,23,370924.7151,5032091.578,Overbrook - McArthur,45.4316939,-75.6551703
2019-06-12,2019,6,12,Wednesday,24,370993.6058,5031623.779,Overbrook - McArthur,45.4316939,-75.6551703
2019-06-19,2019,6,19,Wednesday,25,370665.28,5031602.352,Overbrook - McArthur,45.4316939,-75.6551703
2019-06-28,2019,6,28,Friday,26,370247.7121,5032419.5819999995,Overbrook - McArthur,45.4316939,-75.6551703
2019-06-21,2019,6,21,Friday,25,370939.0989,5032574.553,Overbrook - McArthur,45.4316939,-75.6551703
2019-07-09,2019,7,9,Tuesday,28,372081.18,5031933.574,Overbrook - McArthur,45.4316939,-75.6551703
2019-07-09,2019,7,9,Tuesday,28,372081.18,5031933.574,Overbrook - McArthur,45.4316939,-75.6551703
2019-07-18,2019,7,18,Thursday,29,371960.7181,5032540.58,Overbrook - McArthur,45.4316939,-75.6551703
2019-07-19,2019,7,19,Friday,29,370043.7729,5032595.2469999995,Overbrook - McArthur,45.4316939,-75.6551703
2019-07-23,2019,7,23,Tuesday,30,372081.18,5031933.574,Overbrook - McArthur,45.4316939,-75.6551703
2019-07-25,2019,7,25,Thursday,30,371775.714,5033735.591,Overbrook - McArthur,45.4316939,-75.6551703
2019-07-26,2019,7,26,Friday,30,370835.714,5032328.58,Overbrook - McArthur,45.4316939,-75.6551703
2019-08-08,2019,8,8,Thursday,32,371921.717,5032887.583000001,Overbrook - McArthur,45.4316939,-75.6551703
2019-08-15,2019,8,15,Thursday,33,370699.714,5032313.58,Overbrook - McArthur,45.4316939,-75.6551703
2019-08-16,2019,8,16,Friday,33,370079.7251,5031916.4969999995,Overbrook - McArthur,45.4316939,-75.6551703
2019-08-20,2019,8,20,Tuesday,34,370555.7129,5032529.583000001,Overbrook - McArthur,45.4316939,-75.6551703
2019-08-22,2019,8,22,Thursday,34,371353.717,5031907.576,Overbrook - McArthur,45.4316939,-75.6551703
2019-08-22,2019,8,22,Thursday,34,371263.7181,5031614.573,Overbrook - McArthur,45.4316939,-75.6551703
2019-08-24,2019,8,24,Saturday,34,371885.7181,5032447.579,Overbrook - McArthur,45.4316939,-75.6551703
2019-08-25,2019,8,25,Sunday,34,370735.7151,5031998.578,Overbrook - McArthur,45.4316939,-75.6551703
2019-08-29,2019,8,29,Thursday,35,371263.7181,5031614.573,Overbrook - McArthur,45.4316939,-75.6551703
2019-09-18,2019,9,18,Wednesday,38,372081.18,5031933.574,Overbrook - McArthur,45.4316939,-75.6551703
2019-09-19,2019,9,19,Thursday,38,370219.7129,5031941.578,Overbrook - McArthur,45.4316939,-75.6551703
2019-09-27,2019,9,27,Friday,39,372093.7189,5032472.579,Overbrook - McArthur,45.4316939,-75.6551703
2019-09-27,2019,9,27,Friday,39,370381.7121,5032503.583000001,Overbrook - McArthur,45.4316939,-75.6551703
2019-09-29,2019,9,29,Sunday,39,371535.7181,5032089.577,Overbrook - McArthur,45.4316939,-75.6551703
2019-10-06,2019,10,6,Sunday,40,372093.7189,5032472.579,Overbrook - McArthur,45.4316939,-75.6551703
2019-11-25,2019,11,25,Monday,48,369938.711,5032315.5819999995,Overbrook - McArthur,45.4316939,-75.6551703
2020-01-01,2020,1,1,Wednesday,1,373065.166,5031805.48,Overbrook - McArthur,45.4316939,-75.6551703
2020-04-27,2020,4,27,Monday,18,371341.717,5031996.576,Overbrook - McArthur,45.4316939,-75.6551703
2020-05-23,2020,5,23,Saturday,21,371324.7151,5032811.584,Overbrook - McArthur,45.4316939,-75.6551703
2020-06-07,2020,6,7,Sunday,23,371775.714,5033735.591,Overbrook - McArthur,45.4316939,-75.6551703
2020-06-08,2020,6,8,Monday,24,372030.7151,5033788.591,Overbrook - McArthur,45.4316939,-75.6551703
2020-06-12,2020,6,12,Friday,24,370939.0989,5032574.553,Overbrook - McArthur,45.4316939,-75.6551703
2020-07-03,2020,7,3,Friday,27,371353.717,5031907.576,Overbrook - McArthur,45.4316939,-75.6551703
2020-07-06,2020,7,6,Monday,28,370053.7121,5031989.579,Overbrook - McArthur,45.4316939,-75.6551703
2020-07-24,2020,7,24,Friday,30,370924.7151,5032091.578,Overbrook - McArthur,45.4316939,-75.6551703
2020-07-26,2020,7,26,Sunday,30,372081.18,5031933.574,Overbrook - McArthur,45.4316939,-75.6551703
2020-07-30,2020,7,30,Thursday,31,370051.5819,5032523.584,Overbrook - McArthur,45.4316939,-75.6551703
2020-08-14,2020,8,14,Friday,33,371942.714,5034009.593,Overbrook - McArthur,45.4316939,-75.6551703
2020-08-25,2020,8,25,Tuesday,35,372093.7189,5032472.579,Overbrook - McArthur,45.4316939,-75.6551703
2020-08-25,2020,8,25,Tuesday,35,372081.18,5031933.574,Overbrook - McArthur,45.4316939,-75.6551703
2020-09-15,2020,9,15,Tuesday,38,370209.7129,5032010.579,Overbrook - McArthur,45.4316939,-75.6551703
2020-10-07,2020,10,7,Wednesday,41,372544.5181,5032883.055,Overbrook - McArthur,45.4316939,-75.6551703
2020-09-28,2020,9,28,Monday,40,372081.18,5031933.574,Overbrook - McArthur,45.4316939,-75.6551703
2020-10-21,2020,10,21,Wednesday,43,370024.7121,5032065.579,Overbrook - McArthur,45.4316939,-75.6551703
2020-11-14,2020,11,14,Saturday,46,371666.7181,5032175.577,Overbrook - McArthur,45.4316939,-75.6551703
2020-11-29,2020,11,29,Sunday,48,370646.8009,5031775.511,Overbrook - McArthur,45.4316939,-75.6551703
2018-01-29,2018,1,29,Monday,5,366210.811,5030347.532,West Centretown,45.4058547,-75.708367
2018-05-01,2018,5,1,Tuesday,18,366981.1551,5030237.841,West Centretown,45.4058547,-75.708367
2018-05-15,2018,5,15,Tuesday,20,366118.9959,5030306.789,West Centretown,45.4058547,-75.708367
2018-05-25,2018,5,25,Friday,21,366742.703,5029910.563999999,West Centretown,45.4058547,-75.708367
2018-05-26,2018,5,26,Saturday,21,366275.7011,5030200.567,West Centretown,45.4058547,-75.708367
2018-05-26,2018,5,26,Saturday,21,366481.7019,5030202.567,West Centretown,45.4058547,-75.708367
2018-06-16,2018,6,16,Saturday,24,366815.7019,5030627.57,West Centretown,45.4058547,-75.708367
2018-06-16,2018,6,16,Saturday,24,366534.7019,5030078.566000001,West Centretown,45.4058547,-75.708367
2018-06-26,2018,6,26,Tuesday,26,366656.7019,5030537.57,West Centretown,45.4058547,-75.708367
2018-06-22,2018,6,22,Friday,25,366899.1871,5030432.602,West Centretown,45.4058547,-75.708367
2018-07-03,2018,7,3,Tuesday,27,366829.9449,5030390.601,West Centretown,45.4058547,-75.708367
2018-07-10,2018,7,10,Tuesday,28,366428.7011,5030626.571,West Centretown,45.4058547,-75.708367
2018-07-17,2018,7,17,Tuesday,29,366522.703,5029638.562,West Centretown,45.4058547,-75.708367
2018-07-18,2018,7,18,Wednesday,29,366522.703,5029638.562,West Centretown,45.4058547,-75.708367
2018-07-18,2018,7,18,Wednesday,29,366632.703,5029861.563999999,West Centretown,45.4058547,-75.708367
2018-07-19,2018,7,19,Thursday,29,366997.7041,5029855.563,West Centretown,45.4058547,-75.708367
2018-07-23,2018,7,23,Monday,30,366522.703,5029638.562,West Centretown,45.4058547,-75.708367
2018-08-03,2018,8,3,Friday,31,366868.8219,5030036.5819999995,West Centretown,45.4058547,-75.708367
2018-08-08,2018,8,8,Wednesday,32,366884.7049,5028974.556,West Centretown,45.4058547,-75.708367
2018-08-27,2018,8,27,Monday,35,366391.7019,5029935.563999999,West Centretown,45.4058547,-75.708367
2018-08-28,2018,8,28,Tuesday,35,366950.7049,5029128.557,West Centretown,45.4058547,-75.708367
2018-09-04,2018,9,4,Tuesday,36,366814.703,5030013.565,West Centretown,45.4058547,-75.708367
2018-09-04,2018,9,4,Tuesday,36,366118.9959,5030306.789,West Centretown,45.4058547,-75.708367
2018-09-06,2018,9,6,Thursday,36,366829.9449,5030390.601,West Centretown,45.4058547,-75.708367
2018-09-08,2018,9,8,Saturday,36,366557.703,5028965.556,West Centretown,45.4058547,-75.708367
2018-09-03,2018,9,3,Monday,36,366452.831,5028847.244,West Centretown,45.4058547,-75.708367
2018-09-15,2018,9,15,Saturday,37,366912.154,5030194.598999999,West Centretown,45.4058547,-75.708367
2018-09-21,2018,9,21,Friday,38,366950.7049,5029128.557,West Centretown,45.4058547,-75.708367
2018-09-21,2018,9,21,Friday,38,366597.7019,5029935.563999999,West Centretown,45.4058547,-75.708367
2018-12-01,2018,12,1,Saturday,48,366656.7019,5030537.57,West Centretown,45.4058547,-75.708367
2019-02-07,2019,2,7,Thursday,6,366997.7041,5029855.563,West Centretown,45.4058547,-75.708367
2019-04-23,2019,4,23,Tuesday,17,366561.7019,5030324.568,West Centretown,45.4058547,-75.708367
2019-05-11,2019,5,11,Saturday,19,366860.7019,5030728.571,Centretown,45.415339,-75.696404
2019-05-12,2019,5,12,Sunday,19,366138.006,5030140.688,West Centretown,45.4058547,-75.708367
2019-06-12,2019,6,12,Wednesday,24,366507.0825,5030145.443,West Centretown,45.4058547,-75.708367
2019-06-26,2019,6,26,Wednesday,26,366861.429,5030165.71,West Centretown,45.4058547,-75.708367
2019-06-27,2019,6,27,Thursday,26,366950.7049,5029128.557,West Centretown,45.4058547,-75.708367
2019-06-24,2019,6,24,Monday,26,366618.703,5029416.56,West Centretown,45.4058547,-75.708367
2019-07-05,2019,7,5,Friday,27,366329.7011,5030076.566000001,West Centretown,45.4058547,-75.708367
2019-06-26,2019,6,26,Wednesday,26,366329.7011,5030076.566000001,West Centretown,45.4058547,-75.708367
2019-07-07,2019,7,7,Sunday,27,367031.7041,5030321.567,Centretown,45.415339,-75.696404
2019-07-06,2019,7,6,Saturday,27,366997.7041,5029855.563,West Centretown,45.4058547,-75.708367
2019-06-16,2019,6,16,Sunday,24,366996.346,5029992.693,West Centretown,45.4058547,-75.708367
2019-07-12,2019,7,12,Friday,28,366997.7041,5029855.563,West Centretown,45.4058547,-75.708367
2019-07-07,2019,7,7,Sunday,27,366860.7019,5030728.571,Centretown,45.415339,-75.696404
2019-07-13,2019,7,13,Saturday,28,367031.7041,5030321.567,Centretown,45.415339,-75.696404
2019-07-18,2019,7,18,Thursday,29,366138.006,5030140.688,West Centretown,45.4058547,-75.708367
2019-07-19,2019,7,19,Friday,29,366997.7041,5029855.563,West Centretown,45.4058547,-75.708367
2019-07-20,2019,7,20,Saturday,29,366997.7041,5029855.563,West Centretown,45.4058547,-75.708367
2019-07-11,2019,7,11,Thursday,28,366899.1871,5030432.602,West Centretown,45.4058547,-75.708367
2019-07-28,2019,7,28,Sunday,30,366746.7019,5030586.57,West Centretown,45.4058547,-75.708367
2019-07-30,2019,7,30,Tuesday,31,366618.703,5029416.56,West Centretown,45.4058547,-75.708367
2019-07-29,2019,7,29,Monday,31,366884.7049,5028974.556,West Centretown,45.4058547,-75.708367
2019-08-02,2019,8,2,Friday,31,366950.7049,5029128.557,West Centretown,45.4058547,-75.708367
2019-08-03,2019,8,3,Saturday,31,366118.9959,5030306.789,West Centretown,45.4058547,-75.708367
2019-08-07,2019,8,7,Wednesday,32,366999.7049,5029319.558,West Centretown,45.4058547,-75.708367
2019-08-07,2019,8,7,Wednesday,32,366452.831,5028847.244,West Centretown,45.4058547,-75.708367
2019-07-20,2019,7,20,Saturday,29,366997.7041,5029855.563,West Centretown,45.4058547,-75.708367
2019-08-28,2019,8,28,Wednesday,35,367120.7049,5029824.563,West Centretown,45.4058547,-75.708367
2019-09-03,2019,9,3,Tuesday,36,366522.703,5029638.562,West Centretown,45.4058547,-75.708367
2019-09-05,2019,9,5,Thursday,36,366627.7371,5030180.381,West Centretown,45.4058547,-75.708367
2019-09-07,2019,9,7,Saturday,36,366566.7019,5030009.565,West Centretown,45.4058547,-75.708367
2019-09-09,2019,9,9,Monday,37,366656.7019,5030537.57,West Centretown,45.4058547,-75.708367
2019-09-14,2019,9,14,Saturday,37,366667.0879,5030309.568,West Centretown,45.4058547,-75.708367
2019-09-22,2019,9,22,Sunday,38,366537.703,5029207.558,West Centretown,45.4058547,-75.708367
2019-09-21,2019,9,21,Saturday,38,367120.7049,5029824.563,West Centretown,45.4058547,-75.708367
2019-09-25,2019,9,25,Wednesday,39,366561.7019,5030324.568,West Centretown,45.4058547,-75.708367
2019-09-29,2019,9,29,Sunday,39,366329.7011,5030076.566000001,West Centretown,45.4058547,-75.708367
2019-09-20,2019,9,20,Friday,38,366667.0879,5030309.568,West Centretown,45.4058547,-75.708367
2019-10-11,2019,10,11,Friday,41,366656.7019,5030537.57,West Centretown,45.4058547,-75.708367
2019-10-11,2019,10,11,Friday,41,366275.7011,5030200.567,West Centretown,45.4058547,-75.708367
2019-10-14,2019,10,14,Monday,42,366138.006,5030140.688,West Centretown,45.4058547,-75.708367
2019-10-22,2019,10,22,Tuesday,43,366059.6011,5030104.976,West Centretown,45.4058547,-75.708367
2019-10-23,2019,10,23,Wednesday,43,366821.703,5030255.567,West Centretown,45.4058547,-75.708367
2019-11-04,2019,11,4,Monday,45,366727.703,5030214.567,West Centretown,45.4058547,-75.708367
2019-11-08,2019,11,8,Friday,45,366309.2729,5030126.78,West Centretown,45.4058547,-75.708367
2020-04-06,2020,4,6,Monday,15,366416.7011,5030349.568,West Centretown,45.4058547,-75.708367
2020-04-06,2020,4,6,Monday,15,366656.7019,5030537.57,West Centretown,45.4058547,-75.708367
2020-04-08,2020,4,8,Wednesday,15,366527.7019,5030399.569,West Centretown,45.4058547,-75.708367
2020-04-21,2020,4,21,Tuesday,17,366557.703,5028965.556,West Centretown,45.4058547,-75.708367
2020-04-19,2020,4,19,Sunday,16,366448.7011,5030276.567,West Centretown,45.4058547,-75.708367
2020-04-20,2020,4,20,Monday,17,366997.7041,5029855.563,West Centretown,45.4058547,-75.708367
2019-10-30,2019,10,30,Wednesday,44,366428.7011,5030626.571,West Centretown,45.4058547,-75.708367
2020-05-13,2020,5,13,Wednesday,20,366996.346,5029992.693,West Centretown,45.4058547,-75.708367
2019-06-30,2019,6,30,Sunday,26,366329.7011,5030076.566000001,West Centretown,45.4058547,-75.708367
2020-05-20,2020,5,20,Wednesday,21,366746.7019,5030586.57,West Centretown,45.4058547,-75.708367
2020-05-26,2020,5,26,Tuesday,22,367055.6965,5030029.8319999995,West Centretown,45.4058547,-75.708367
2020-06-07,2020,6,7,Sunday,23,366561.7019,5030324.568,West Centretown,45.4058547,-75.708367
2020-06-09,2020,6,9,Tuesday,24,366746.7019,5030586.57,West Centretown,45.4058547,-75.708367
2020-06-08,2020,6,8,Monday,24,366118.9959,5030306.789,West Centretown,45.4058547,-75.708367
2020-06-17,2020,6,17,Wednesday,25,366592.7019,5030254.567,West Centretown,45.4058547,-75.708367
2020-06-14,2020,6,14,Sunday,24,366899.1871,5030432.602,West Centretown,45.4058547,-75.708367
2020-06-18,2020,6,18,Thursday,25,366406.7019,5029901.563999999,West Centretown,45.4058547,-75.708367
2020-06-28,2020,6,28,Sunday,26,366138.006,5030140.688,West Centretown,45.4058547,-75.708367
2020-07-07,2020,7,7,Tuesday,28,366684.7041,5029269.558,West Centretown,45.4058547,-75.708367
2020-07-09,2020,7,9,Thursday,28,366832.7041,5029703.562,West Centretown,45.4058547,-75.708367
2020-07-18,2020,7,18,Saturday,29,367055.7049,5029722.562,West Centretown,45.4058547,-75.708367
2020-07-25,2020,7,25,Saturday,30,366997.7041,5029855.563,West Centretown,45.4058547,-75.708367
2020-07-26,2020,7,26,Sunday,30,366912.154,5030194.598999999,West Centretown,45.4058547,-75.708367
2020-08-03,2020,8,3,Monday,32,366656.7019,5030537.57,West Centretown,45.4058547,-75.708367
2020-08-05,2020,8,5,Wednesday,32,366024.7,5030179.567,West Centretown,45.4058547,-75.708367
2020-07-29,2020,7,29,Wednesday,31,366452.831,5028847.244,West Centretown,45.4058547,-75.708367
2020-07-22,2020,7,22,Wednesday,30,366555.703,5029561.561000001,West Centretown,45.4058547,-75.708367
2020-08-09,2020,8,9,Sunday,32,366275.7011,5030200.567,West Centretown,45.4058547,-75.708367
2020-07-31,2020,7,31,Friday,31,366860.7019,5030728.571,Centretown,45.415339,-75.696404
2020-08-14,2020,8,14,Friday,33,367160.7049,5030015.565,Centretown,45.415339,-75.696404
2020-08-16,2020,8,16,Sunday,33,366557.703,5028965.556,West Centretown,45.4058547,-75.708367
2020-08-28,2020,8,28,Friday,35,366997.7041,5029855.563,West Centretown,45.4058547,-75.708367
2020-09-06,2020,9,6,Sunday,36,366759.0448,5030358.192,West Centretown,45.4058547,-75.708367
2020-09-16,2020,9,16,Wednesday,38,366522.703,5029638.562,West Centretown,45.4058547,-75.708367
2020-09-16,2020,9,16,Wednesday,38,366899.1871,5030432.602,West Centretown,45.4058547,-75.708367
2020-09-25,2020,9,25,Friday,39,366899.1871,5030432.602,West Centretown,45.4058547,-75.708367
2020-09-27,2020,9,27,Sunday,39,367191.7049,5029940.563999999,Centretown,45.415339,-75.696404
2020-08-24,2020,8,24,Monday,35,366997.7041,5029855.563,West Centretown,45.4058547,-75.708367
2020-10-18,2020,10,18,Sunday,42,366857.0819,5029919.577,West Centretown,45.4058547,-75.708367
2020-10-04,2020,10,4,Sunday,40,366997.7041,5029855.563,West Centretown,45.4058547,-75.708367
2020-10-19,2020,10,19,Monday,43,366931.7041,5029746.562,West Centretown,45.4058547,-75.708367
2020-10-27,2020,10,27,Tuesday,44,366481.7019,5030202.567,West Centretown,45.4058547,-75.708367
2020-11-04,2020,11,4,Wednesday,45,366650.7019,5030124.566000001,West Centretown,45.4058547,-75.708367
2019-07-28,2019,7,28,Sunday,30,366759.0448,5030358.192,West Centretown,45.4058547,-75.708367
2020-11-08,2020,11,8,Sunday,45,367120.7049,5029824.563,West Centretown,45.4058547,-75.708367
2020-11-08,2020,11,8,Sunday,45,366650.7019,5030124.566000001,West Centretown,45.4058547,-75.708367
2020-10-26,2020,10,26,Monday,44,366567.7019,5030499.569,West Centretown,45.4058547,-75.708367
2020-11-12,2020,11,12,Thursday,46,366138.006,5030140.688,West Centretown,45.4058547,-75.708367
2020-11-18,2020,11,18,Wednesday,47,366899.1871,5030432.602,West Centretown,45.4058547,-75.708367
2020-12-18,2020,12,18,Friday,51,366997.7041,5029855.563,West Centretown,45.4058547,-75.708367
2018-03-13,2018,3,13,Tuesday,11,364092.69399999996,5028199.549,Westboro,45.3884233,-75.74562499999999
2018-05-01,2018,5,1,Tuesday,18,362872.6879,5029075.558,Westboro,45.3884233,-75.74562499999999
2018-05-10,2018,5,10,Thursday,19,363399.5189,5028777.84,Westboro,45.3884233,-75.74562499999999
2018-05-17,2018,5,17,Thursday,20,362862.689,5028026.548,Laurentian,45.39268,-75.74517999999999
2018-05-22,2018,5,22,Tuesday,21,363664.6921,5027283.541,Westboro,45.3884233,-75.74562499999999
2018-05-24,2018,5,24,Thursday,21,362765.6879,5028707.554,Westboro,45.3884233,-75.74562499999999
2018-06-05,2018,6,5,Tuesday,23,363609.6921,5028538.553,Westboro,45.3884233,-75.74562499999999
2018-06-11,2018,6,11,Monday,24,363828.6929,5027264.541,Westboro,45.3884233,-75.74562499999999
2018-06-19,2018,6,19,Tuesday,25,363912.12299999996,5028616.613,Westboro,45.3884233,-75.74562499999999
2018-06-27,2018,6,27,Wednesday,26,363953.6929,5028753.555,Island Park - Wellington Village,45.3987922,-75.7361695
2018-06-27,2018,6,27,Wednesday,26,364061.6929,5028822.555,Island Park - Wellington Village,45.3987922,-75.7361695
2018-06-27,2018,6,27,Wednesday,26,364061.6929,5028822.555,Island Park - Wellington Village,45.3987922,-75.7361695
2018-06-27,2018,6,27,Wednesday,26,363953.6929,5028753.555,Island Park - Wellington Village,45.3987922,-75.7361695
2018-06-27,2018,6,27,Wednesday,26,363953.6929,5028753.555,Island Park - Wellington Village,45.3987922,-75.7361695
2018-06-27,2018,6,27,Wednesday,26,363953.6929,5028753.555,Island Park - Wellington Village,45.3987922,-75.7361695
2018-06-27,2018,6,27,Wednesday,26,363953.6929,5028753.555,Island Park - Wellington Village,45.3987922,-75.7361695
